episode,reward,opponent
448,8.916884517297316,agent_trained_vs_league1
449,-12.19499290329454,prev_self
450,-12.511647176317897,atk_bot
451,-11.675450417024262,agent_trained_vs_strong_bot
452,-19.235376709654943,atk_bot
453,-9.057299199556892,atk_bot
454,-12.201784965117875,agent3
455,-11.537382916238062,agent4
456,-33.72488959332089,agent_trained_vs_strong_bot
457,-12.36377982289157,atk_bot
458,-12.114058926715082,weak_bot
459,-10.653079581544826,agent4
460,-27.9186381746911,agent3
461,-17.3936259409627,def_bot
462,-22.621486255158693,def_bot
463,-12.504001969329604,agent2
464,8.810217295332963,agent_trained_vs_league1
465,-17.691266627447643,def_bot
466,0.0,agent5_shit_agent
467,7.569438982493837,agent_trained_vs_league2
468,-10.776043286730314,agent4
469,-12.846237915004968,agent3
470,-13.432992440306775,agent4
471,8.309694135828352,agent3
472,-8.236356460147439,def_bot
473,9.076489700326482,strong_bot
474,-1.1761628259358783,strong_bot
475,-12.030076940303235,agent3
476,-12.899221408869412,agent5_shit_agent
477,-11.792994977783945,prev_self
478,-7.420868305745321,atk_bot
479,-14.155445273691853,prev_self
480,-10.63991934816317,agent2
481,-16.023981030453267,strong_bot
482,-20.516755972105724,def_bot
483,-17.254823506987577,agent_trained_vs_defense_bot
484,-16.433405107721697,weak_bot
485,0.0,prev_self
486,-0.5358805978091883,agent5_shit_agent
487,0.0,agent_trained_vs_league1
488,-5.318510681862389,prev_self
489,-14.663581544725716,agent4
490,9.04591805141285,agent_trained_vs_league2
491,-14.635515259301151,weak_bot
492,-11.180147056112833,agent4
493,9.057903390838382,agent_trained_vs_league2
494,0.0,prev_self
495,7.436564403501965,agent_trained_vs_strong_bot
496,-1.7651823281027703,def_bot
497,-17.427827610105773,agent4
498,-3.4411761693314937,def_bot
499,-9.723458716749505,strong_bot
500,-8.892777935311452,def_bot
501,-12.151134290573248,weak_bot
502,-14.56873233531839,agent_trained_vs_league2
503,8.069016807807804,agent_trained_vs_strong_bot
504,-12.41397745027274,agent_trained_vs_league1
505,-12.451591300079096,agent3
506,-11.984181361318512,agent4
507,-11.78741095793676,agent_trained_vs_league2
508,-12.303289451273711,def_bot
509,-24.183672014292387,agent_trained_vs_strong_bot
510,9.292976837009533,agent_trained_vs_defense_bot
511,-0.9941392344903013,weak_bot
512,-13.027913551289926,agent3
513,-5.931722680793663,def_bot
514,-0.17436999460554237,agent_trained_vs_strong_bot
515,9.899281634021463,weak_bot
516,-12.295203453948847,agent2
517,-12.024022721700272,agent4
518,-12.042635593822695,agent2
519,-12.218398249630347,atk_bot
520,-10.945780114363393,agent3
521,-28.377062305071966,agent5_shit_agent
522,-13.097581882576137,agent_trained_vs_league1
523,-13.754340671202337,weak_bot
524,-13.806825888559143,strong_bot
525,-18.650535386072836,agent4
526,-10.846880970110451,agent3
527,-12.963270757271477,agent_trained_vs_league2
528,-11.726408450564255,agent_trained_vs_defense_bot
529,-15.093699933991315,weak_bot
530,-13.458732356147559,agent_trained_vs_defense_bot
531,-10.631953980785783,weak_bot
532,6.997276211563802,def_bot
533,-11.453324875618112,prev_self
534,7.8129768376750715,atk_bot
535,4.375060664079602,prev_self
536,-11.468081213965887,agent_trained_vs_league2
537,-11.552136649571846,weak_bot
538,-10.895571311625611,agent4
539,-12.284224329162356,agent2
540,9.401059611244662,weak_bot
541,9.616779289097947,agent_trained_vs_attack_bot
542,-15.18068465872019,atk_bot
543,4.606611955520944,agent3
544,-17.58879461408494,agent_trained_vs_attack_bot
545,-11.163643447727079,weak_bot
546,-4.651288761627566,agent_trained_vs_strong_bot
547,9.718065889438392,agent4
548,-14.635027513313087,agent2
549,-12.971175477538424,agent_trained_vs_defense_bot
550,8.592849370770814,agent_trained_vs_attack_bot
551,9.528046001102492,agent_trained_vs_defense_bot
552,-15.440002594437079,agent3
553,-20.059510983708805,def_bot
554,-4.491425753981141,atk_bot
555,-4.642850292648718,strong_bot
556,9.599568725279727,agent5_shit_agent
557,-16.742664056653044,def_bot
558,-14.988767041756926,agent3
559,8.730299446058206,agent_trained_vs_strong_bot
560,0.0,agent_trained_vs_strong_bot
561,-12.131988487276692,atk_bot
562,-17.05903117607966,agent_trained_vs_league2
563,-10.67321285907397,agent2
564,-8.801727908983997,def_bot
565,-14.398853196948942,agent4
566,0.0,agent_trained_vs_attack_bot
567,0.15352888437255885,agent_trained_vs_defense_bot
568,-11.119176316626747,agent4
569,-11.947034157105232,agent2
570,-10.739515078739563,prev_self
571,9.407021675946867,agent_trained_vs_attack_bot
572,-2.416413480329675,weak_bot
573,-11.553615002261827,weak_bot
574,-11.850569857795836,strong_bot
575,-7.679117546426032,weak_bot
576,-11.329080142514462,agent4
577,-14.47838094164134,agent2
578,-0.8565070850079831,agent_trained_vs_defense_bot
579,-10.989732010414167,strong_bot
580,-12.799161420644552,atk_bot
581,-12.798327743022664,agent2
582,0.0,agent5_shit_agent
583,-8.922272533055638,strong_bot
584,-17.309969640260206,def_bot
585,-24.0406094345299,agent2
586,-13.682343844979615,prev_self
587,-12.81475417010462,agent_trained_vs_league2
588,-10.851848966338872,agent2
589,-11.40750213430477,agent3
590,-10.718036277083467,weak_bot
591,-11.192349341780314,agent_trained_vs_strong_bot
592,-12.70644782687358,atk_bot
593,-17.333903883346338,agent_trained_vs_league1
594,-10.642426302147095,agent2
595,-31.587830302682214,agent_trained_vs_league2
596,-13.682602346215699,agent_trained_vs_league2
597,-10.749052605735626,weak_bot
598,-12.543201358909867,agent_trained_vs_league1
599,-13.149969332927146,agent_trained_vs_league1
600,-17.912237698944903,agent3
601,-11.168543414124668,weak_bot
602,8.405236949727081,agent_trained_vs_strong_bot
603,-12.47707214600374,weak_bot
604,-12.217384757161685,agent2
605,0.0,prev_self
606,8.958904167966576,prev_self
607,-7.460920419324152,atk_bot
608,9.939005949456696,agent_trained_vs_strong_bot
609,-15.805070856153101,agent_trained_vs_league2
610,0.0,agent_trained_vs_attack_bot
611,-13.399552197597261,atk_bot
612,-9.485179044002694,atk_bot
613,-13.106561695097293,agent_trained_vs_league2
614,0.0,agent5_shit_agent
615,-15.344016138408524,agent2
616,-8.87403844312607,def_bot
617,-15.373704214568514,agent_trained_vs_defense_bot
618,-14.592465788227086,def_bot
619,-12.316886951764278,agent4
620,-12.620117190741047,agent4
621,-12.510585934906647,agent_trained_vs_league2
622,-11.412665074944321,weak_bot
623,0.0,agent_trained_vs_strong_bot
624,-5.604963262649932,strong_bot
625,-12.640199537623076,agent_trained_vs_defense_bot
626,-15.628389507497419,def_bot
627,-10.884933354981776,agent_trained_vs_league2
628,-12.641959497565368,atk_bot
629,-3.6769370709529565,atk_bot
630,-19.14029271591261,def_bot
631,-14.301748988869905,weak_bot
632,-15.56365181760909,agent5_shit_agent
633,-12.49582194159185,prev_self
634,9.103019014846748,agent_trained_vs_defense_bot
635,-10.831700231954972,weak_bot
636,-3.7770838704468432,weak_bot
637,-11.63431001370776,agent_trained_vs_league1
638,-12.716797356942973,prev_self
639,9.448583037791538,prev_self
640,-17.231087310955534,agent4
641,-10.861238004974272,agent4
642,-6.209994673997199,atk_bot
643,-11.034285232795314,weak_bot
644,-17.488803126447806,agent_trained_vs_strong_bot
645,-10.998718396855402,agent3
