episode,reward,opponent
620,6.326638452663378,agent_trained_vs_league1
621,-10.66998557539936,agent3
622,8.761271029940835,atk_bot
623,9.26694991079143,agent_trained_vs_league1
624,-10.81394596790243,agent3
625,9.526340086313965,agent3
626,-9.130249062646236,atk_bot
627,9.578146637335614,agent3
628,8.774021079463854,agent4
629,-11.151729689093978,strong_bot
630,-12.395670495372508,agent_trained_vs_strong_bot
631,8.805559554475979,agent4
632,-12.51946884596864,agent2
633,-14.328704752780268,agent_trained_vs_league1
634,-22.58422491796273,atk_bot
635,0.0,agent_trained_vs_strong_bot
636,-15.137442294696708,agent5_shit_agent
637,-2.2457013543243196,agent_trained_vs_strong_bot
638,-5.9015666645601454,agent_trained_vs_strong_bot
639,0.0,agent_trained_vs_strong_bot
640,-12.531474840924826,weak_bot
641,4.713856639914618,strong_bot
642,-12.578041481097642,agent_trained_vs_strong_bot
643,-12.792975541222017,weak_bot
644,8.3657919814529,atk_bot
645,-6.045096701788393,atk_bot
646,-11.559751733936533,weak_bot
647,-10.757273742997727,agent_trained_vs_league1
648,8.023611461713031,agent3
649,-9.085251915410618,atk_bot
650,0.0,agent5_shit_agent
651,-12.793611349624388,atk_bot
652,-8.974495965901253,def_bot
653,9.051386355311639,agent3
654,-12.776776375764124,def_bot
655,-1.502827839528184,agent3
656,-10.865976000012253,weak_bot
657,-9.946460892480165,atk_bot
658,6.316767698829901,agent_trained_vs_league1
659,-10.624774729929642,agent_trained_vs_league1
660,-12.604319060540899,agent_trained_vs_defense_bot
661,-12.403450790461932,agent4
662,-21.503875796119583,agent2
663,-12.379836906624721,weak_bot
664,9.776605402276594,weak_bot
665,-11.111716337988254,atk_bot
666,-21.00529820722988,strong_bot
667,-1.6603699201511373,strong_bot
668,-4.695638444992235,agent_trained_vs_defense_bot
669,9.482595480015267,agent5_shit_agent
670,9.058993538330698,weak_bot
671,-13.26836358679493,atk_bot
672,0.0,agent5_shit_agent
673,-9.133183081903523,def_bot
674,9.408781942066431,agent_trained_vs_strong_bot
675,-11.167728332227437,agent_trained_vs_attack_bot
676,-17.966575488416684,agent2
677,-15.064161718604183,weak_bot
678,-10.469601355264468,agent_trained_vs_league1
679,-12.248368445288987,strong_bot
680,-13.254749293170532,def_bot
681,-21.602921422544835,strong_bot
682,9.086864745764927,agent5_shit_agent
683,-11.04830044477155,agent2
684,6.805150353211509,def_bot
685,9.35621907045429,agent_trained_vs_league1
686,-11.036443204152047,agent3
687,9.607942041792755,agent3
688,-9.739749304271944,atk_bot
689,-10.917976089000947,agent3
690,-14.605529769179077,agent_trained_vs_league1
691,-5.06210375982678,strong_bot
692,-12.209022778675001,agent4
693,9.119855153001348,agent_trained_vs_defense_bot
694,-23.562159547366782,strong_bot
695,0.0,agent_trained_vs_attack_bot
696,-11.634317357195384,agent2
697,0.0,agent2
698,-11.157324921458946,agent2
699,-11.727876135895759,atk_bot
700,-4.620661455183255,agent3
701,-6.265476722000638,atk_bot
702,-11.447518097315246,agent2
703,0.0,agent_trained_vs_attack_bot
704,-12.463557909289083,atk_bot
705,0.1256735741786077,weak_bot
706,-11.71844035366768,agent2
707,-17.33391066113017,def_bot
708,-20.005467587497527,def_bot
709,-13.129918103634804,agent2
710,-11.585477801867242,strong_bot
711,9.537508780868473,agent4
712,-13.18122666910897,agent_trained_vs_strong_bot
713,9.605679678201573,strong_bot
714,-12.026632213968954,atk_bot
715,-15.159956131745986,agent_trained_vs_league1
716,-13.378478416205203,atk_bot
717,-16.831985328075163,def_bot
718,-20.552918409197073,agent4
719,-12.930406695678512,atk_bot
720,-12.20979758653879,agent_trained_vs_strong_bot
721,-13.306056983035642,weak_bot
722,-15.190575706038484,weak_bot
723,8.337106776479809,atk_bot
724,-13.584817632850818,def_bot
725,0.0,agent2
726,-29.34998395705618,atk_bot
727,-15.7651870498684,prev_self
728,-12.17809155987684,agent_trained_vs_strong_bot
729,7.95645910069309,def_bot
730,7.807071599366474,weak_bot
731,8.808049809935403,prev_self
732,-11.870172951147868,agent_trained_vs_strong_bot
733,-7.406937653205361,def_bot
734,-4.563581777052954,atk_bot
735,9.515742756018946,agent_trained_vs_league1
736,9.074710643673741,agent_trained_vs_defense_bot
737,9.184601488079084,agent_trained_vs_strong_bot
738,-11.766653310941514,agent4
739,-11.479385760941234,agent2
740,8.06645873290316,agent4
741,-17.875498195754847,prev_self
742,-5.4204952356011,strong_bot
743,-11.352906862452745,strong_bot
744,-16.677455498330705,strong_bot
745,-11.270837951997244,agent_trained_vs_attack_bot
746,7.695915633162784,agent_trained_vs_league1
747,0.0,agent5_shit_agent
748,-8.383824257236384,weak_bot
749,9.104409091551814,agent2
750,0.0,agent3
751,-11.290362990103722,def_bot
752,-10.958652808194383,weak_bot
753,8.67002004297071,atk_bot
754,-12.56947719916495,weak_bot
755,-11.878218230580995,agent3
756,-10.71693023150626,agent_trained_vs_league1
757,-11.261542737400681,weak_bot
758,-0.7164843803313398,prev_self
759,8.845506181700415,weak_bot
760,-4.9130543661938715,atk_bot
761,-15.667946044992519,strong_bot
762,-3.51983698190829,weak_bot
